vacancy_id,vacancy_name,published_at,applied_at,all_skills,hard_skills,soft_skills,tools,skill_count,hard_skill_count,soft_skill_count,tools_count,salary_from,salary_to,salary_currency,salary_gross,employer_name,employer_id,employer_url,vacancy_url,experience,employment,schedule,area
131564288,Руководитель отдела продаж (Head of sales),2026-03-26T10:04:40+0300,2026-03-26T10:04:40+0300,"b2b продажи, активные продажи, контроль, контроль качества, мотивация, планирование, руководство, управление командой","b2b продажи, активные продажи, контроль качества","контроль, мотивация, планирование, руководство, управление командой",,8,3,5,0,200000.0,,RUR,True,Инноватрикс,11326384,https://api.hh.ru/employers/11326384,https://hh.ru/vacancy/131564288,Более 6 лет,Полная занятость,Полный день,Москва
131567834,Руководитель отдела продаж,2026-03-26T11:02:26+0300,2026-03-26T11:02:26+0300,"excel, google sheets, взаимодействие, видение, кросс-функциональное взаимодействие, лидерство, мотивация, ответственность, развитие, стратегическое мышление, стрессоустойчивость, управление командой",,"взаимодействие, видение, кросс-функциональное взаимодействие, лидерство, мотивация, ответственность, развитие, стратегическое мышление, стрессоустойчивость, управление командой","excel, google sheets",12,0,10,2,,,RUB,False,МК-ЮПИТЕР,6075433,https://api.hh.ru/employers/6075433,https://hh.ru/vacancy/131567834,От 3 до 6 лет,Полная занятость,Полный день,Санкт-Петербург
131549745,Frontend разработчик (junior+/middle),2026-03-25T16:42:03+0300,2026-03-25T16:42:03+0300,"angular, git, javascript, next.js, react, typescript, vite, vue, webpack, корпоративы, эвотор","angular, git, javascript, next.js, react, typescript, vite, vue, webpack, корпоративы",,эвотор,11,10,0,1,80000.0,110000.0,RUR,False,М-Сошал,1487725,https://api.hh.ru/employers/1487725,https://hh.ru/vacancy/131549745,От 1 года до 3 лет,Полная занятость,Полный день,Брянск
131531068,Ручной тестировщик (QA Engineer),2026-03-25T10:16:15+0300,2026-03-25T10:16:15+0300,"confluence, jira, postman, sql, внимательность, внимательность к деталям, ответственность, системное мышление","confluence, jira, postman, sql","внимательность, внимательность к деталям, ответственность, системное мышление",,8,4,4,0,,,RUB,False,Клюжина Наталья Александровна,12540475,https://api.hh.ru/employers/12540475,https://hh.ru/vacancy/131531068,Нет опыта,Полная занятость,Полный день,Москва
131568721,Frontend-разработчик,2026-03-26T11:13:11+0300,2026-03-26T11:13:11+0300,"figma, react, typescript, vite, аудит, развитие, саморазвитие, сборка","react, typescript, vite, аудит, сборка","развитие, саморазвитие",figma,8,5,2,1,,,RUB,False,Специализированный Застройщик Железно,2532990,https://api.hh.ru/employers/2532990,https://hh.ru/vacancy/131568721,От 3 до 6 лет,Полная занятость,Полный день,Киров (Кировская область)
131459887,Директор по информационным технологиям и цифровой трансформации,2026-03-23T11:27:49+0300,2026-03-23T11:27:49+0300,"1с, взаимодействие, контроль, лидерство, организация, планирование, стратегическое мышление",,"взаимодействие, контроль, лидерство, организация, планирование, стратегическое мышление",1с,7,0,6,1,,,RUB,False,Аэропорт Домодедово,65,https://api.hh.ru/employers/65,https://hh.ru/vacancy/131459887,Более 6 лет,Полная занятость,Полный день,Москва
131546554,Программист-разработчик (стажер),2026-03-25T15:24:26+0300,2026-03-25T15:24:26+0300,"django, docker, fastapi, git, gitlab ci, java, oracle, python, sql, ответственность, самостоятельность","django, docker, fastapi, git, gitlab ci, java, oracle, python, sql","ответственность, самостоятельность",,11,9,2,0,120000.0,120000.0,RUR,True,ФИНАТЕК,1794203,https://api.hh.ru/employers/1794203,https://hh.ru/vacancy/131546554,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131575809,Java Backend Developer,2026-03-26T13:06:02+0300,2026-03-26T13:06:02+0300,"ci/cd, docker, git, java, spring, sql, развитие","ci/cd, docker, git, java, spring, sql",развитие,,7,6,1,0,500000.0,500000.0,KZT,False,Алма Телекоммуникейшнс Казахстан (almaPLUS),125530,https://api.hh.ru/employers/125530,https://hh.ru/vacancy/131575809,От 1 года до 3 лет,Полная занятость,Полный день,Алматы
131370055,Специалист по работе с органами государственной власти,2026-03-19T10:04:31+0300,2026-03-19T10:04:31+0300,"видение, командировки",командировки,видение,,2,1,1,0,200000.0,200000.0,RUR,True,Лесное,2432532,https://api.hh.ru/employers/2432532,https://hh.ru/vacancy/131370055,От 1 года до 3 лет,Полная занятость,Полный день,Санкт-Петербург
131401742,Frontend-разработчик,2026-03-20T08:04:05+0300,2026-03-20T08:04:05+0300,"figma, git, javascript, postgresql, typescript, vue","git, javascript, postgresql, typescript, vue",,figma,6,5,0,1,150000.0,200000.0,KZT,False,ITCOR-KZ,11221219,https://api.hh.ru/employers/11221219,https://hh.ru/vacancy/131401742,От 1 года до 3 лет,Полная занятость,Удаленная работа,Кокшетау
131533270,Программист,2026-03-25T10:57:41+0300,2026-03-25T10:57:41+0300,"1с, bitrix24, postgresql, sql, внимательность, инвентаризация, контроль, руководство, сервис, стрессоустойчивость, узи, экг","postgresql, sql, инвентаризация","внимательность, контроль, руководство, сервис, стрессоустойчивость","1с, bitrix24, узи, экг",12,3,5,4,150000.0,150000.0,RUR,False,Санаторий КАСПИЙ,5170110,https://api.hh.ru/employers/5170110,https://hh.ru/vacancy/131533270,От 3 до 6 лет,Полная занятость,Полный день,Махачкала
131554560,QA Engineer / Специалист по ручному тестированию,2026-03-25T21:28:15+0300,2026-03-25T21:28:15+0300,"sql, внимательность, внимательность к деталям",sql,"внимательность, внимательность к деталям",,3,1,2,0,90000.0,130000.0,RUR,True,Центр Управления Процессами Республики Татарстан,11947470,https://api.hh.ru/employers/11947470,https://hh.ru/vacancy/131554560,От 1 года до 3 лет,Полная занятость,Полный день,Казань
131533553,"Персональный водитель, график 2/2",2026-03-25T11:02:58+0300,2026-03-25T11:02:58+0300,"надёжность, ответственность, планирование, пунктуальность",,"надёжность, ответственность, планирование, пунктуальность",,4,0,4,0,150000.0,,RUR,False,Березка,11768036,https://api.hh.ru/employers/11768036,https://hh.ru/vacancy/131533553,Более 6 лет,Полная занятость,Сменный график,Москва
131572070,Junior C# разработчик,2026-03-26T11:59:13+0300,2026-03-26T11:59:13+0300,"asp.net, confluence, git, sql, vue, vuejs, взаимодействие, подарки, развитие","asp.net, confluence, git, sql, vue, vuejs, подарки","взаимодействие, развитие",,9,7,2,0,,,RUB,False,Сбербанк АСТ,565840,https://api.hh.ru/employers/565840,https://hh.ru/vacancy/131572070,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131536021,Frontend-разработчик на React,2026-03-25T11:49:06+0300,2026-03-25T11:49:06+0300,"figma, git, javascript, linux, react","git, javascript, linux, react",,figma,5,4,0,1,,,RUB,False,NeuroCity™,3313638,https://api.hh.ru/employers/3313638,https://hh.ru/vacancy/131536021,От 1 года до 3 лет,Полная занятость,Полный день,Воронеж
131325626,Junior разработчик,2026-03-18T08:52:48+0300,2026-03-18T08:52:48+0300,"dart, git, golang, javascript, mysql, postgresql, react, vue","dart, git, golang, javascript, mysql, postgresql, react, vue",,,8,8,0,0,100000.0,,KZT,True,Qamqor Kazakhstan,5527790,https://api.hh.ru/employers/5527790,https://hh.ru/vacancy/131325626,Нет опыта,Полная занятость,Полный день,Алматы
131537218,Тестировщик ПО,2026-03-25T12:12:11+0300,2026-03-25T12:12:11+0300,"git, linux, sql, подарки","git, linux, sql, подарки",,,4,4,0,0,,,RUB,False,"ЭВРИКА, Санкт-Петербург",80389,https://api.hh.ru/employers/80389,https://hh.ru/vacancy/131537218,От 1 года до 3 лет,Полная занятость,Полный день,Санкт-Петербург
131491503,Junior/Middle Frontend Developer,2026-03-24T09:15:27+0300,2026-03-24T09:15:27+0300,"git, javascript, react, typescript, vite, webpack","git, javascript, react, typescript, vite, webpack",,,6,6,0,0,8000000.0,,UZS,True,NOMADIAN,11134730,https://api.hh.ru/employers/11134730,https://hh.ru/vacancy/131491503,От 1 года до 3 лет,Полная занятость,Полный день,Ташкент
131519102,Разработчик Golang (Middle/Senior) в команду Flussonic Central,2026-03-24T17:55:16+0300,2026-03-24T17:55:16+0300,"docker, go, golang, k8s, kubernetes, linux, postgresql, подарки, сервис","docker, go, golang, k8s, kubernetes, linux, postgresql, подарки",сервис,,9,8,1,0,,,RUB,False,Эрливидео,1612009,https://api.hh.ru/employers/1612009,https://hh.ru/vacancy/131519102,От 3 до 6 лет,Полная занятость,Полный день,Москва
131581752,Бизнес-тренер,2026-03-26T15:04:19+0300,2026-03-26T15:04:19+0300,"активные продажи, индивидуальный подход, командировки, контроль, контроль качества, подарки, публичные выступления, работоспособность, развитие","активные продажи, индивидуальный подход, командировки, контроль качества, подарки","контроль, публичные выступления, работоспособность, развитие",,9,5,4,0,,,RUB,False,VERESK,9608667,https://api.hh.ru/employers/9608667,https://hh.ru/vacancy/131581752,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131579228,Senior TypeScript Developer,2026-03-26T14:12:56+0300,2026-03-26T14:12:56+0300,"ci/cd, docker, git, kubernetes, mongodb, mysql, postgresql, redis, sql, typescript, vue, профессиональный рост","ci/cd, docker, git, kubernetes, mongodb, mysql, postgresql, redis, sql, typescript, vue",профессиональный рост,,12,11,1,0,,,RUB,False,ЛУИС+,49817,https://api.hh.ru/employers/49817,https://hh.ru/vacancy/131579228,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131570191,Middle Python Developer,2026-03-26T11:32:35+0300,2026-03-26T11:32:35+0300,"bash, ci/cd, docker, git, linux, mysql, nginx, python, react, sql","bash, ci/cd, docker, git, linux, mysql, nginx, python, react, sql",,,10,10,0,0,,,RUB,False,АО НТЦ Атлас,1469550,https://api.hh.ru/employers/1469550,https://hh.ru/vacancy/131570191,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131244177,"Backend-разработчик (C++, Python, Java, Kotlin, Go)",2026-03-16T10:29:59+0300,2026-03-16T10:29:59+0300,"go, java, kotlin, python","go, java, kotlin, python",,,4,4,0,0,,,RUB,False,Яндекс,1740,https://api.hh.ru/employers/1740,https://hh.ru/vacancy/131244177,От 3 до 6 лет,Полная занятость,Полный день,Москва
131422384,"Разработчик (Junior+, Middle)",2026-03-20T14:44:46+0300,2026-03-20T14:44:46+0300,"git, java, javascript, react, sql, typescript, высшее образование","git, java, javascript, react, sql, typescript, высшее образование",,,7,7,0,0,60000.0,120000.0,RUR,False,КЬЮНИУМ,865634,https://api.hh.ru/employers/865634,https://hh.ru/vacancy/131422384,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131459804,Ведущий менеджер по закупкам,2026-03-26T11:26:51+0300,2026-03-26T11:26:51+0300,"1с, взаимодействие, вэд, контроль, организация, претензионная работа","вэд, претензионная работа","взаимодействие, контроль, организация",1с,6,2,3,1,200000.0,,RUR,False,ТА Групп,9729167,https://api.hh.ru/employers/9729167,https://hh.ru/vacancy/131459804,От 3 до 6 лет,Полная занятость,Полный день,Москва
131536607,Системный/Бизнес аналитик,2026-03-25T12:01:23+0300,2026-03-25T12:01:23+0300,"sql, корпоративы, развитие","sql, корпоративы",развитие,,3,2,1,0,200000.0,,RUR,True,ПИКСМУВ,3629168,https://api.hh.ru/employers/3629168,https://hh.ru/vacancy/131536607,От 3 до 6 лет,Полная занятость,Полный день,Москва
131490424,Специалист по тестированию,2026-03-24T08:48:53+0300,2026-03-24T08:48:53+0300,"sql, высшее образование, курсы повышения","sql, высшее образование, курсы повышения",,,3,3,0,0,131000.0,131000.0,RUR,True,Гознак,99759,https://api.hh.ru/employers/99759,https://hh.ru/vacancy/131490424,От 1 года до 3 лет,Полная занятость,Полный день,Пермь
131562392,Сервисный инженер (HoReCa),2026-03-26T09:28:21+0300,2026-03-26T09:28:21+0300,"водоснабжение, деловое общение, коммуникабельность, комплектация, монтаж, организация, ответственность, планирование, проактивность, работа с клиентами, развитие","водоснабжение, комплектация, монтаж","деловое общение, коммуникабельность, организация, ответственность, планирование, проактивность, работа с клиентами, развитие",,11,3,8,0,550000.0,750000.0,KZT,True,Тайгета Казахстан,2701855,https://api.hh.ru/employers/2701855,https://hh.ru/vacancy/131562392,От 1 года до 3 лет,Полная занятость,Полный день,Алматы
131573153,Юрист,2026-03-26T12:15:57+0300,2026-03-26T12:15:57+0300,"excel, ms office, word, активность, взаимодействие, деловая переписка, делопроизводство, коммуникабельность, контроль, корпоративное право, ответственность, претензионная работа, развитие, самостоятельность, стрессоустойчивость","делопроизводство, корпоративное право, претензионная работа","активность, взаимодействие, деловая переписка, коммуникабельность, контроль, ответственность, развитие, самостоятельность, стрессоустойчивость","excel, ms office, word",15,3,9,3,,,RUB,False,Группа компаний Развитие,1029520,https://api.hh.ru/employers/1029520,https://hh.ru/vacancy/131573153,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131497153,QA-специалист / технический координатор проектов,2026-03-24T10:47:36+0300,2026-03-24T10:47:36+0300,"excel, jira, trello, аналитическое мышление, взаимодействие, внесение изменений, деловая переписка, деловое общение, документооборот, контроль, контроль качества, развитие, руководство","jira, внесение изменений, документооборот, контроль качества","аналитическое мышление, взаимодействие, деловая переписка, деловое общение, контроль, развитие, руководство","excel, trello",13,4,7,2,100000.0,100000.0,RUR,False,Интерсофт,4156686,https://api.hh.ru/employers/4156686,https://hh.ru/vacancy/131497153,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131572903,Разработчик C#,2026-03-26T12:11:41+0300,2026-03-26T12:11:41+0300,"1с, git, mysql","git, mysql",,1с,3,2,0,1,190000.0,190000.0,RUR,False,Четыре Лапы,23712,https://api.hh.ru/employers/23712,https://hh.ru/vacancy/131572903,От 3 до 6 лет,Полная занятость,Полный день,Москва
131575595,C# разработчик (.Net),2026-03-26T13:02:56+0300,2026-03-26T13:02:56+0300,"asp.net, docker, grafana, k8s, kubernetes, postgresql","asp.net, docker, grafana, k8s, kubernetes, postgresql",,,6,6,0,0,180000.0,350000.0,RUR,False,Лига Ставок,223129,https://api.hh.ru/employers/223129,https://hh.ru/vacancy/131575595,От 3 до 6 лет,Полная занятость,Полный день,Москва
131547710,GamePlay Developer,2026-03-25T15:53:11+0300,2026-03-25T15:53:11+0300,git,git,,,1,1,0,0,,,RUB,False,ГеймМод,8964542,https://api.hh.ru/employers/8964542,https://hh.ru/vacancy/131547710,От 3 до 6 лет,Полная занятость,Удаленная работа,Пинск
131569818,Android-разработчик,2026-03-26T11:27:42+0300,2026-03-26T11:27:42+0300,"ci/cd, java, kotlin, корпоративы","ci/cd, java, kotlin, корпоративы",,,4,4,0,0,,,RUB,False,HuntIT,9757724,https://api.hh.ru/employers/9757724,https://hh.ru/vacancy/131569818,От 3 до 6 лет,Полная занятость,Полный день,Москва
131553578,Бизнес-аналитик (начальный уровень),2026-03-25T18:49:28+0300,2026-03-25T18:49:28+0300,"confluence, jira, высшее образование","confluence, jira, высшее образование",,,3,3,0,0,,,RUB,False,FIX PRICE,196621,https://api.hh.ru/employers/196621,https://hh.ru/vacancy/131553578,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131573176,Golang-разработчик,2026-03-26T12:16:16+0300,2026-03-26T12:16:16+0300,"clickhouse, docker, elasticsearch, golang, mongodb, redis, sql","clickhouse, docker, elasticsearch, golang, mongodb, redis, sql",,,7,7,0,0,150000.0,220000.0,RUR,False,MoeVideo,2524987,https://api.hh.ru/employers/2524987,https://hh.ru/vacancy/131573176,От 1 года до 3 лет,Полная занятость,Полный день,Санкт-Петербург
